D03.438.221.173;Calcimycin;D000001
B03.440.400.425.450.450.400;Legionella longbeachae;D044128
B03.660.250.460.460.480;Legionella longbeachae;D044128
B03.440.400.425.377;Halomonadaceae;D044129
B03.660.250.350;Halomonadaceae;D044129
B03.440.595;Oceanospirillaceae;D044130
B03.660.250.540;Oceanospirillaceae;D044130
B03.440.450.009.200;Actinobacillus equuli;D044131
B03.660.250.550.050.200;Actinobacillus equuli;D044131
B03.440.450.009.700;Actinobacillus suis;D044132
B03.660.250.550.050.700;Actinobacillus suis;D044132
B03.440.450.009.675;Actinobacillus seminis;D044133
B03.660.250.550.050.675;Actinobacillus seminis;D044133
B03.440.450.600.450.665;Haemophilus paragallinarum;D044134
B03.660.250.550.290.665;Haemophilus paragallinarum;D044134
B03.440.450.600.450.675;Haemophilus parainfluenzae;D044135
B03.660.250.550.290.675;Haemophilus parainfluenzae;D044135
B03.440.450.600.450.690;Haemophilus paraphrophilus;D044136
B03.660.250.550.290.690;Haemophilus paraphrophilus;D044136
B03.440.450.600.450.700;Haemophilus parasuis;D044137
B03.660.250.550.290.700;Haemophilus parasuis;D044137
B03.440.450.600.450.750;Haemophilus somnus;D044138
B03.660.250.550.290.750;Haemophilus somnus;D044138
D12.776.543.750.100.047.687;Receptor, Angiotensin, Type 2;D044139
D12.776.543.750.720.600.150.687;Receptor, Angiotensin, Type 2;D044139
D12.776.543.750.750.130.875;Receptor, Angiotensin, Type 2;D044139
D12.776.543.750.750.555.150.875;Receptor, Angiotensin, Type 2;D044139
D12.776.543.750.100.047.625;Receptor, Angiotensin, Type 1;D044140
D12.776.543.750.720.600.150.625;Receptor, Angiotensin, Type 1;D044140
D12.776.543.750.750.130.750;Receptor, Angiotensin, Type 1;D044140
D12.776.543.750.750.555.150.750;Receptor, Angiotensin, Type 1;D044140
B03.440.450.600.600.650;Pasteurella pneumotropica;D044142
B03.660.250.550.590.650;Pasteurella pneumotropica;D044142
B03.440.612;Piscirickettsiaceae;D044147
B03.660.250.565;Piscirickettsiaceae;D044147
C15.604.451;Lymphatic Abnormalities;D044148
C16.131.482;Lymphatic Abnormalities;D044148
B03.440.450.900.859.030;Vibrio alginolyticus;D044149
B03.660.250.830.830.030;Vibrio alginolyticus;D044149
D06.472.699.591;Parathyroid Hormone-Related Protein;D044162
D12.644.276.908;Parathyroid Hormone-Related Protein;D044162
D12.644.548.588;Parathyroid Hormone-Related Protein;D044162
D12.776.467.890;Parathyroid Hormone-Related Protein;D044162
D23.529.890;Parathyroid Hormone-Related Protein;D044162
B03.440.450.900.859.225.075;Vibrio cholerae non-O1;D044163
B03.660.250.830.830.100.075;Vibrio cholerae non-O1;D044163
B03.440.450.900.859.500;Vibrio mimicus;D044164
B03.660.250.830.830.500;Vibrio mimicus;D044164
B03.440.450.900.050.930;Aliivibrio salmonicida;D044165
B03.660.250.830.050.930;Aliivibrio salmonicida;D044165
B03.440.400.425.967;Xanthomonadaceae;D044166
B03.660.250.915;Xanthomonadaceae;D044166
B03.440.400.425.967.950;Xylella;D044167
B03.660.250.915.950;Xylella;D044167
D12.776.543.750.100.650.100;Receptor, Parathyroid Hormone, Type 1;D044168
D12.776.543.750.750.600.100;Receptor, Parathyroid Hormone, Type 1;D044168
D12.776.543.750.100.115;Receptors, Calcium-Sensing;D044169
D03.132.098;Benzylisoquinolines;D044182
D03.438.531.085;Benzylisoquinolines;D044182
D12.776.543.750.100.650.200;Receptor, Parathyroid Hormone, Type 2;D044183
D12.776.543.750.750.600.200;Receptor, Parathyroid Hormone, Type 2;D044183
B03.440.400.425.967.930.850;Xanthomonas vesicatoria;D044184
B03.660.250.915.930.850;Xanthomonas vesicatoria;D044184
B03.440.400.425.625.625.120;Pseudomonas alcaligenes;D044202
B03.660.250.580.590.070;Pseudomonas alcaligenes;D044202
B03.440.400.425.625.625.500;Pseudomonas mendocina;D044203
B03.660.250.580.590.500;Pseudomonas mendocina;D044203
B03.440.400.425.625.625.650;Pseudomonas oleovorans;D044204
B03.660.250.580.590.570;Pseudomonas oleovorans;D044204
B03.440.400.425.625.625.662;Pseudomonas pseudoalcaligenes;D044205
B03.660.250.580.590.575;Pseudomonas pseudoalcaligenes;D044205
B03.440.400.425.625.625.350;Pseudomonas fragi;D044206
B03.660.250.580.590.230;Pseudomonas fragi;D044206
B03.440.400.425.395;Halothiobacillus;D044222
B03.660.250.110.400;Halothiobacillus;D044222
B03.440.400.425.625.625.750;Pseudomonas stutzeri;D044223
B03.660.250.580.590.750;Pseudomonas stutzeri;D044223
B03.440.400.425.625.625.770;Pseudomonas syringae;D044224
B03.660.250.580.590.770;Pseudomonas syringae;D044224
C01.252.400.719;Piscirickettsiaceae Infections;D044225
D10.251.355.920;Trans Fatty Acids;D044242
D10.251.355.343.500.750;Linoleic Acids, Conjugated;D044243
D12.776.543.750.075.700.800;Receptors, Thromboxane A2, Prostaglandin H2;D044244
D12.776.543.750.075.800.500;Receptors, Thromboxane A2, Prostaglandin H2;D044244
D12.776.543.750.100.200.700.800;Receptors, Thromboxane A2, Prostaglandin H2;D044244
D12.776.543.750.100.200.800.500;Receptors, Thromboxane A2, Prostaglandin H2;D044244
D02.737.637.650.500;Prostaglandin H2;D044262
D10.251.355.255.100.637.025.650.500;Prostaglandin H2;D044262
D10.251.355.255.550.025.650.500;Prostaglandin H2;D044262
D23.469.050.175.725.720.720.500;Prostaglandin H2;D044262
D12.776.543.750.070.800.100;Receptors, Serotonin, 5-HT1;D044263
D12.776.543.750.100.800.100;Receptors, Serotonin, 5-HT1;D044263
D12.776.543.750.720.300.800.100;Receptors, Serotonin, 5-HT1;D044263
D12.776.543.750.070.800.100.100;Receptor, Serotonin, 5-HT1A;D044282
D12.776.543.750.100.800.100.100;Receptor, Serotonin, 5-HT1A;D044282
D12.776.543.750.720.300.800.100.100;Receptor, Serotonin, 5-HT1A;D044282
D12.776.543.750.070.800.100.150;Receptor, Serotonin, 5-HT1B;D044302
D12.776.543.750.100.800.100.150;Receptor, Serotonin, 5-HT1B;D044302
D12.776.543.750.720.300.800.100.150;Receptor, Serotonin, 5-HT1B;D044302
D12.776.543.750.720.670.100.500;Receptor, Serotonin, 5-HT1B;D044302
C18.654.521;Malnutrition;D044342
C18.654.726;Overnutrition;D044343
D08.811.277.352.660;Phosphoric Triester Hydrolases;D044345
D12.776.543.750.070.800.100.200;Receptor, Serotonin, 5-HT1D;D044346
D12.776.543.750.100.800.100.200;Receptor, Serotonin, 5-HT1D;D044346
D12.776.543.750.720.300.800.100.200;Receptor, Serotonin, 5-HT1D;D044346
D12.776.543.750.720.670.100.750;Receptor, Serotonin, 5-HT1D;D044346
F04.096.837;Sexology;D044347
D12.776.543.750.070.800.200;Receptors, Serotonin, 5-HT2;D044348
D12.776.543.750.100.800.200;Receptors, Serotonin, 5-HT2;D044348
D12.776.543.750.720.300.800.200;Receptors, Serotonin, 5-HT2;D044348
Z01.678;Oceania;D044349
Z01.678.100;Australasia;D044362
E02.875.194.540;Contraception, Postcoital;D044363
E05.927.852;Vaginal Douching;D044364
D08.811.277.040.330.300.200.100.100;GTP-Binding Protein alpha Subunits, G12-G13;D044365
D12.644.360.375.100.100;GTP-Binding Protein alpha Subunits, G12-G13;D044365
D12.776.157.325.332.100.100;GTP-Binding Protein alpha Subunits, G12-G13;D044365
D12.776.476.375.100.100;GTP-Binding Protein alpha Subunits, G12-G13;D044365
D12.776.543.325.100.100;GTP-Binding Protein alpha Subunits, G12-G13;D044365
G01.906.595.850;Transition Temperature;D044366
G01.595.680;Phase Transition;D044367
G02.149.767.680;Phase Transition;D044367
G02.842.750.680;Phase Transition;D044367
M01.686;Population Groups;D044382
N01.224.708;Population Groups;D044382
M01.686.508.100;African Continental Ancestry Group;D044383
E01.370.378.530.775;Ovulation Prediction;D044384
E02.875.745;Ovulation Prediction;D044384
E05.820.745;Ovulation Prediction;D044384
D08.811.277.040.330.300.200.100;GTP-Binding Protein alpha Subunits;D044385
D12.644.360.375.100;GTP-Binding Protein alpha Subunits;D044385
D12.776.157.325.332.100;GTP-Binding Protein alpha Subunits;D044385
D12.776.476.375.100;GTP-Binding Protein alpha Subunits;D044385
D12.776.543.325.100;GTP-Binding Protein alpha Subunits;D044385
D12.644.360.375.520;GTP-Binding Protein beta Subunits;D044387
D12.776.157.325.332.520;GTP-Binding Protein beta Subunits;D044387
D12.776.476.375.520;GTP-Binding Protein beta Subunits;D044387
D12.776.543.325.450;GTP-Binding Protein beta Subunits;D044387
D12.644.360.375.730;GTP-Binding Protein gamma Subunits;D044388
D12.776.157.325.332.730;GTP-Binding Protein gamma Subunits;D044388
D12.776.476.375.730;GTP-Binding Protein gamma Subunits;D044388
D12.776.543.325.625;GTP-Binding Protein gamma Subunits;D044388
D12.776.543.750.070.800.200.100;Receptor, Serotonin, 5-HT2A;D044402
D12.776.543.750.100.800.200.100;Receptor, Serotonin, 5-HT2A;D044402
D12.776.543.750.720.300.800.200.100;Receptor, Serotonin, 5-HT2A;D044402
D12.776.543.750.070.800.200.150;Receptor, Serotonin, 5-HT2B;D044403
D12.776.543.750.100.800.200.150;Receptor, Serotonin, 5-HT2B;D044403
D12.776.543.750.720.300.800.200.150;Receptor, Serotonin, 5-HT2B;D044403
G02.111.570.080.708.330.330;Genomic Islands;D044404
G05.360.080.708.330.330;Genomic Islands;D044404
G05.360.340.024.425.500;Genomic Islands;D044404
D12.776.543.750.070.800.200.575;Receptor, Serotonin, 5-HT2C;D044405
D12.776.543.750.100.800.200.200;Receptor, Serotonin, 5-HT2C;D044405
D12.776.543.750.720.300.800.200.200;Receptor, Serotonin, 5-HT2C;D044405
D12.776.157.530.400.400.100.700;Receptors, Serotonin, 5-HT3;D044406
D12.776.543.550.425.500.100.700;Receptors, Serotonin, 5-HT3;D044406
D12.776.543.585.400.500.100.700;Receptors, Serotonin, 5-HT3;D044406
D12.776.543.750.051.750;Receptors, Serotonin, 5-HT3;D044406
D12.776.543.750.070.800.300;Receptors, Serotonin, 5-HT3;D044406
D12.776.543.750.720.300.800.300;Receptors, Serotonin, 5-HT3;D044406
D12.776.543.750.070.800.400;Receptors, Serotonin, 5-HT4;D044422
D12.776.543.750.100.800.400;Receptors, Serotonin, 5-HT4;D044422
D12.776.543.750.720.300.800.400;Receptors, Serotonin, 5-HT4;D044422
B01.750.600.425;Kelp;D044423
B05.080.750.450;Kelp;D044423
B01.650.232.200;Cyanophora;D044424
B01.650.940.800.150.150.575;Nitella;D044443
B01.650.940.150.800;Scenedesmus;D044444
B01.650.940.150.900;Ulva;D044445
B01.650.940.150.950;Volvox;D044446
D12.776.543.750.792;Receptors, Proteinase-Activated;D044462
D12.776.395.550.625.800.790;Receptor, PAR-1;D044463
D12.776.543.550.625.800.790;Receptor, PAR-1;D044463
D12.776.543.750.100.875.500;Receptor, PAR-1;D044463
D12.776.543.750.750.850.399;Receptor, PAR-1;D044463
D12.776.543.750.792.500.500;Receptor, PAR-1;D044463
D12.776.543.750.100.035;Receptor, PAR-2;D044464
D12.776.543.750.792.249;Receptor, PAR-2;D044464
M01.686.508.400;European Continental Ancestry Group;D044465
M01.686.508.200;Asian Continental Ancestry Group;D044466
M01.686.508.150;American Native Continental Ancestry Group;D044467
M01.686.508.600;Oceanic Ancestry Group;D044468
M01.686.508;Continental Population Groups;D044469
D02.065.064.294;Benzeneacetamides;D044482
D02.455.426.559.389.048;Benzeneacetamides;D044482
C06.405.469.578;Intestinal Polyposis;D044483
D08.811.074.249.750;Thymine DNA Glycosylase;D044502
D08.811.277.450.430.099.750;Thymine DNA Glycosylase;D044502
D03.383.742.698.421.500;5-Methylcytosine;D044503
C06.405.205.596.750;Enterocolitis, Neutropenic;D044504
C06.405.469.363.750;Enterocolitis, Neutropenic;D044504
B01.650.940.800.150.150;Characeae;D044522
B01.750.150;Chrysophyta;D044523
C05.660.207.525;LEOPARD Syndrome;D044542
C14.240.400.695;LEOPARD Syndrome;D044542
C14.280.400.695;LEOPARD Syndrome;D044542
C14.280.484.716.525;LEOPARD Syndrome;D044542
C16.131.077.525;LEOPARD Syndrome;D044542
C16.131.240.400.685;LEOPARD Syndrome;D044542
C16.131.621.207.525;LEOPARD Syndrome;D044542
C17.800.621.430.530.550.525;LEOPARD Syndrome;D044542
D08.811.797.750;RNA, Ribosomal, Self-Splicing;D044563
D08.811.913.696.445.735.917;RNA, Ribosomal, Self-Splicing;D044563
D13.444.735.686.845;RNA, Ribosomal, Self-Splicing;D044563
E07.230.220.707;Neuroendoscopes;D044582
E07.858.240.707;Neuroendoscopes;D044582
E01.370.376.525;Neuroendoscopy;D044583
E01.370.388.250.700;Neuroendoscopy;D044583
E04.525.562;Neuroendoscopy;D044583
E04.800.250.700;Neuroendoscopy;D044583
C04.557.470.200.025.232;Carcinoma, Ductal;D044584
C04.557.470.615.132;Carcinoma, Ductal;D044584
D08.811.277.450.420.200;Cellulases;D044602
A11.284.180.120;Cellulosomes;D044603
A14.549.167.900.255.500;Dental Pellicle;D044622
E02.642;Nutrition Therapy;D044623
D08.811.277.450.420.200.550;Glucan 1,4-beta-Glucosidase;D044643
D08.811.277.450.420.200.450;Endo-1,3(4)-beta-Glucanase;D044644
B01.750.600.212;Fucus;D044645
B01.750.600.040;Ascophyllum;D044646
B01.750.600.725;Sargassum;D044647
B01.750.600.800;Undaria;D044648
B01.750.600.480;Macrocystis;D044662
B01.750.150.600;Ochromonas;D044663
B01.650.700.600;Porphyra;D044664
B01.650.700.610;Porphyridium;D044665
A03.556.124.526.356.333;Colon, Ascending;D044682
A03.556.249.249.356.333;Colon, Ascending;D044682
A03.556.124.526.356.500;Colon, Descending;D044683
A03.556.249.249.356.500;Colon, Descending;D044683
A03.556.124.526.356.834;Colon, Transverse;D044684
A03.556.249.249.356.834;Colon, Transverse;D044684
G09.772.770;Respiratory Physiological Processes;D044703
D13.444.308.130;DNA, A-Form;D044704
G02.111.570.790.486.128;DNA, A-Form;D044704
G05.360.580.114;DNA, A-Form;D044704
D13.444.308.227;DNA, C-Form;D044705
G02.111.570.790.486.156;DNA, C-Form;D044705
G05.360.580.128;DNA, C-Form;D044705
I01.198.780;Forensic Sciences;D044707
D13.444.308.291;DNA, Concatenated;D044708
G02.111.570.790.486.268;DNA, Concatenated;D044708
G05.360.580.212;DNA, Concatenated;D044708
I01.198.780.760;Forensic Ballistics;D044709
B01.650.700.500;Laurencia;D044722
B01.650.700.150;Chondrus;D044723
B01.650.700.325;Gracilaria;D044724
B01.650.700.585;Plocamium;D044725
B01.750.937.500;Lagenidium;D044726
B01.750.937.710;Peronospora;D044742
B01.750.937.050;Achlya;D044743
B01.750.937.075;Aphanomyces;D044744
B01.750.937.825;Saprolegnia;D044762
D08.811.464.938.500;Ubiquitin-Conjugating Enzymes;D044763
D08.811.464.938.249;Ubiquitin-Activating Enzymes;D044764
D08.811.464.938.750;Ubiquitin-Protein Ligases;D044767
G02.111.570.060.040.500;F-Box Motifs;D044782
G02.111.570.790.709.600.040.205;F-Box Motifs;D044782
D12.776.157.169;F-Box Proteins;D044783
B01.650.940.800.150.150.150;Chara;D044784
B01.206;Cryptophyta;D044785
D12.776.157.743;S-Phase Kinase-Associated Proteins;D044786
B01.268.250.320.500;Euglena longa;D044802
G16.500.275.157.049;Biodiversity;D044822
N06.230.124.049;Biodiversity;D044822
D08.811.464.938.750.750.500;Cullin Proteins;D044842
D12.776.167.175;Cullin Proteins;D044842
D08.811.464.938.750.750;SKP Cullin F-Box Protein Ligases;D044843
D12.776.157.169.500;beta-Transducin Repeat-Containing Proteins;D044844
B03.440.180.375;Campylobacter hyointestinalis;D044862
B03.660.150.100.297;Campylobacter hyointestinalis;D044862
B03.440.180.500;Campylobacter lari;D044863
B03.660.150.100.450;Campylobacter lari;D044863
C18.452.394;Glucose Metabolism Disorders;D044882
B03.440.180.650;Campylobacter rectus;D044883
B03.660.150.100.700;Campylobacter rectus;D044883
B03.440.180.700;Campylobacter sputorum;D044884
B03.660.150.100.740;Campylobacter sputorum;D044884
B03.440.180.800;Campylobacter upsaliensis;D044885
B03.660.150.100.850;Campylobacter upsaliensis;D044885
D08.811.277.450.625.750;beta-Mannosidase;D044902
C06.689.150;Congenital Hyperinsulinism;D044903
C16.614.200;Congenital Hyperinsulinism;D044903
C18.452.394.968.250;Congenital Hyperinsulinism;D044903
C18.452.394.984.200;Congenital Hyperinsulinism;D044903
C16.320.565.202.607;Mannosidase Deficiency Diseases;D044904
C16.320.565.595.577;Mannosidase Deficiency Diseases;D044904
C18.452.648.202.607;Mannosidase Deficiency Diseases;D044904
C18.452.648.595.577;Mannosidase Deficiency Diseases;D044904
C16.320.565.202.607.750;beta-Mannosidosis;D044905
C16.320.565.595.577.750;beta-Mannosidosis;D044905
C18.452.648.202.607.750;beta-Mannosidosis;D044905
C18.452.648.595.577.750;beta-Mannosidosis;D044905
B03.440.500.250;Helicobacter felis;D044922
B03.660.150.280.350;Helicobacter felis;D044922
B03.440.500.362;Helicobacter hepaticus;D044923
B03.660.150.280.410;Helicobacter hepaticus;D044923
D08.811.682.660;Oxidoreductases Acting on CH-CH Group Donors;D044925
D08.811.682.660.150.300;Butyryl-CoA Dehydrogenase;D044926
D12.776.331.174;Butyryl-CoA Dehydrogenase;D044926
D08.811.600.250.500;Electron-Transferring Flavoproteins;D044927
D12.776.331.199;Electron-Transferring Flavoproteins;D044927
D12.776.543.277.500;Electron-Transferring Flavoproteins;D044927
D08.811.682.660.150.150;Acyl-CoA Dehydrogenase, Long-Chain;D044942
D12.776.331.102;Acyl-CoA Dehydrogenase, Long-Chain;D044942
D08.811.682.690.708.392;Fatty Acid Desaturases;D044943
D08.811.682.660.150;Acyl-CoA Dehydrogenases;D044944
D03.438.150.266.450.700;Proanthocyanidins;D044945
D03.830.219.266.450.700;Proanthocyanidins;D044945
D05.750.078.937.429;Proanthocyanidins;D044945
D03.438.150.266.450.190;Biflavonoids;D044946
D03.830.219.266.450.190;Biflavonoids;D044946
D02.455.426.559.389.140.450.388;Flavonolignans;D044947
D03.438.150.266.450.268;Flavonolignans;D044947
D03.830.219.266.450.268;Flavonolignans;D044947
D03.438.150.266.450.284;Flavonols;D044948
D03.830.219.266.450.284;Flavonols;D044948
D03.438.150.266.450.284.388;Kaempferols;D044949
D03.830.219.266.450.284.388;Kaempferols;D044949
D03.438.150.266.450.252;Flavanones;D044950
D03.830.219.266.450.252;Flavanones;D044950
L01.224.308.189;Data Compression;D044962
L01.224.800.500;Data Compression;D044962
L01.470.500;Data Compression;D044962
E01.370.225.500.384.100.119.500;Biopsy, Fine-Needle;D044963
E01.370.225.998.054.119.500;Biopsy, Fine-Needle;D044963
E01.370.388.100.100.500;Biopsy, Fine-Needle;D044963
E04.074.119.500;Biopsy, Fine-Needle;D044963
E04.665.100.500;Biopsy, Fine-Needle;D044963
E05.200.500.384.100.119.500;Biopsy, Fine-Needle;D044963
E05.200.998.054.119.500;Biopsy, Fine-Needle;D044963
E05.242.384.100.119.500;Biopsy, Fine-Needle;D044963
E04.680.152;Cervicoplasty;D044964
D27.505.954.122.388.077;Anti-Retroviral Agents;D044966
A12.207.152.846;Serum;D044967
A15.145.846;Serum;D044967
H02.403.750;Regenerative Medicine;D044968
B01.050.500.131.617.289.275.612;Ochlerotatus;D044969
D08.811.682.047.436.350.100;3-alpha-Hydroxysteroid Dehydrogenase (B-Specific);D045002
D08.811.682.047.551;Lactate Dehydrogenases;D045022
A08.186.211.132.659.822.575;Pedunculopontine Tegmental Nucleus;D045042
A08.186.211.653.822.575;Pedunculopontine Tegmental Nucleus;D045042
D08.811.277.151.418;Methenyltetrahydrofolate Cyclohydrolase;D045064
D08.811.682.662.217;Methylenetetrahydrofolate Dehydrogenase (NAD+);D045102
D08.811.682.550;5,10-Methylenetetrahydrofolate Reductase (FADH2);D045103
G09.188.124;Blood Physiological Processes;D045123
G09.330.190;Cardiovascular Physiological Processes;D045125
G12.425.260;Cross-Priming;D045142
G12.425.747.150;Cross-Priming;D045142
G12.450.050.400.545.150;Cross-Priming;D045142
D02.886.675.933;Thiazolidinediones;D045162
D03.383.129.708.933;Thiazolidinediones;D045162
D12.776.124.486.485.114.248;Antibodies, Phospho-Specific;D045163
D12.776.124.790.651.114.248;Antibodies, Phospho-Specific;D045163
D12.776.377.715.548.114.248;Antibodies, Phospho-Specific;D045163
E04.936.225.687.625;Mesenchymal Stem Cell Transplantation;D045164
D06.472.334.851.968;Testosterone Congeners;D045165
D06.472.334.851.437;Estradiol Congeners;D045166
D06.472.334.851.687;Progesterone Congeners;D045167
C02.782.600.550.200.750;Severe Acute Respiratory Syndrome;D045169
C08.730.730;Severe Acute Respiratory Syndrome;D045169
G02.111.570.080.534;Matrix Attachment Regions;D045170
G05.360.080.534;Matrix Attachment Regions;D045170
B03.370;Fusobacteria;D045182
B03.370.437;Leptotrichia;D045183
B03.440.425.410.535;Leptotrichia;D045183
B03.370.600;Propionigenium;D045184
B03.440.425.410.600;Propionigenium;D045184
B03.140.094.625.350;Porphyromonas endodontalis;D045202
B03.440.425.410.194.625.350;Porphyromonas endodontalis;D045202
D08.811.600.250;Electron Transport Chain Complex Proteins;D045222
D12.776.543.277;Electron Transport Chain Complex Proteins;D045222
B03.140.094.640.550;Prevotella nigrescens;D045242
B03.440.425.410.194.640.550;Prevotella nigrescens;D045242
B03.140.094.640.700;Prevotella ruminicola;D045243
B03.440.425.410.194.640.700;Prevotella ruminicola;D045243
B03.140.750;Rhodothermus;D045245
B03.440.400.425.710;Rhodothermus;D045245
B03.140.190.600;Ornithobacterium;D045246
B03.440.400.425.310.600;Ornithobacterium;D045246
B03.440.602;Ornithobacterium;D045246
B03.140.190.120;Chryseobacterium;D045247
B03.440.400.425.310.120;Chryseobacterium;D045247
B03.140.130.200;Flexibacter;D045248
B03.440.400.425.300.200;Flexibacter;D045248
B03.140.800;Sphingobacterium;D045249
B03.440.400.425.745;Sphingobacterium;D045249
C23.888.760;Reticulocytosis;D045262
G09.188.760;Reticulocytosis;D045262
D08.244.175.500;Cytochromes a1;D045263
D12.776.422.220.175.500;Cytochromes a1;D045263
D08.244.175.249;Cytochromes a;D045264
D12.776.422.220.175.249;Cytochromes a;D045264
D06.472.699.584;Natriuretic Peptides;D045265
D12.644.548.585;Natriuretic Peptides;D045265
D08.244.175.600;Cytochromes a3;D045266
D12.776.422.220.175.600;Cytochromes a3;D045266
E07.230.380;Flowmeters;D045268
B03.440.425.410.200;Bilophila;D045282
B03.660.125.087;Bilophila;D045282
D27.505.696.560;Natriuretic Agents;D045283
D27.505.954.411.455;Natriuretic Agents;D045283
B03.440.425.410.350.040;Desulfovibrio africanus;D045284
B03.660.125.125.040;Desulfovibrio africanus;D045284
B03.900.350.040;Desulfovibrio africanus;D045284
B03.440.425.410.350.150;Desulfovibrio desulfuricans;D045285
B03.660.125.125.150;Desulfovibrio desulfuricans;D045285
B03.900.350.150;Desulfovibrio desulfuricans;D045285
B03.440.425.410.350.350;Desulfovibrio gigas;D045286
B03.660.125.125.350;Desulfovibrio gigas;D045286
B03.900.350.350;Desulfovibrio gigas;D045286
B03.440.425.410.360;Desulfuromonas;D045287
B03.660.125.150;Desulfuromonas;D045287
B03.900.370;Desulfuromonas;D045287
B03.440.425.410.430;Geobacter;D045302
B03.660.125.305;Geobacter;D045302
D08.244.187.249;Cytochromes b;D045303
D12.776.422.220.187.249;Cytochromes b;D045303
D08.244.286.100;Cytochromes c;D045304
D12.776.422.220.286.100;Cytochromes c;D045304
D08.244.286.150;Cytochromes c';D045305
D12.776.422.220.286.150;Cytochromes c';D045305
D05.500.562.488;Photosynthetic Reaction Center Complex Proteins;D045322
D08.811.600.710;Photosynthetic Reaction Center Complex Proteins;D045322
D12.776.183.750.750;Photosynthetic Reaction Center Complex Proteins;D045322
D12.776.543.983.500;Photosynthetic Reaction Center Complex Proteins;D045322
D12.776.765.199.750.750;Photosynthetic Reaction Center Complex Proteins;D045322
A11.251.210.190.380;HCT116 Cells;D045325
A11.251.860.180.380;HCT116 Cells;D045325
D05.500.562.488.500;Photosystem I Protein Complex;D045331
D08.811.600.710.500;Photosystem I Protein Complex;D045331
D12.776.157.530.450.250.875.492;Photosystem I Protein Complex;D045331
D12.776.183.750.750.500;Photosystem I Protein Complex;D045331
D12.776.543.585.450.250.875.492;Photosystem I Protein Complex;D045331
D12.776.543.983.500.500;Photosystem I Protein Complex;D045331
D12.776.765.199.750.750.500;Photosystem I Protein Complex;D045331
D05.500.562.488.750;Photosystem II Protein Complex;D045332
D08.811.600.710.750;Photosystem II Protein Complex;D045332
D12.776.183.750.750.750;Photosystem II Protein Complex;D045332
D12.776.543.983.500.750;Photosystem II Protein Complex;D045332
D12.776.765.199.750.750.750;Photosystem II Protein Complex;D045332
D12.644.641.548;Nanotubes, Peptide;D045333
J01.637.512.850.750;Nanotubes, Peptide;D045333
D05.500.562.488.490;Light-Harvesting Protein Complexes;D045342
D08.811.600.710.490;Light-Harvesting Protein Complexes;D045342
D12.776.183.750.750.490;Light-Harvesting Protein Complexes;D045342
D12.776.543.983.500.490;Light-Harvesting Protein Complexes;D045342
D12.776.765.199.750.750.490;Light-Harvesting Protein Complexes;D045342
D05.500.562.488.374;Cytochrome b6f Complex;D045346
D08.811.600.710.374;Cytochrome b6f Complex;D045346
D12.776.183.750.750.374;Cytochrome b6f Complex;D045346
D12.776.543.585.450.250.875.311;Cytochrome b6f Complex;D045346
D12.776.543.983.500.374;Cytochrome b6f Complex;D045346
D12.776.765.199.750.750.374;Cytochrome b6f Complex;D045346
D05.500.562.488.374.500;Cytochromes b6;D045347
D08.244.187.600;Cytochromes b6;D045347
D08.811.600.710.374.500;Cytochromes b6;D045347
D12.776.183.750.750.374.500;Cytochromes b6;D045347
D12.776.422.220.187.501;Cytochromes b6;D045347
D12.776.543.585.450.250.875.311.500;Cytochromes b6;D045347
D12.776.543.983.500.374.500;Cytochromes b6;D045347
D12.776.765.199.750.750.374.500;Cytochromes b6;D045347
D05.500.562.488.374.750;Cytochromes f;D045348
D08.244.726;Cytochromes f;D045348
D08.811.600.710.374.750;Cytochromes f;D045348
D12.776.183.750.750.374.750;Cytochromes f;D045348
D12.776.422.220.726;Cytochromes f;D045348
D12.776.543.585.450.250.875.311.750;Cytochromes f;D045348
D12.776.543.983.500.374.750;Cytochromes f;D045348
D12.776.765.199.750.750.374.750;Cytochromes f;D045348
D08.244.286.300;Cytochromes c2;D045362
D12.776.422.220.286.300;Cytochromes c2;D045362
B01.300.107.730.650;Pneumocystis carinii;D045363
D08.244.286.600;Cytochromes c6;D045365
D12.776.422.220.286.600;Cytochromes c6;D045365
B01.300.107.730.700;Pneumocystis jirovecii;D045382
D12.776.124.790.720.100.500;Pregnancy-Associated alpha 2-Macroglobulins;D045384
D12.776.780.675;Pregnancy-Associated alpha 2-Macroglobulins;D045384
B04.820.455.600.650.750.800;Simian virus 5;D045402
B04.909.777.455.600.650.750.800;Simian virus 5;D045402
B04.820.455.600.650.400;Henipavirus;D045403
B04.909.777.455.600.650.400;Henipavirus;D045403
B04.820.455.600.650.400.400;Hendra Virus;D045404
B04.909.777.455.600.650.400.400;Hendra Virus;D045404
B04.820.455.600.650.400.550;Nipah Virus;D045405
B04.909.777.455.600.650.400.550;Nipah Virus;D045405
E02.041.625.790.259;Continuous Positive Airway Pressure;D045422
E02.880.820.790.259;Continuous Positive Airway Pressure;D045422
E07.553;Microbubbles;D045423
D20;Complex Mixtures;D045424
E05.017.449;Rotarod Performance Test;D045442
D27.505.954.411.918.500;Endothelium-Dependent Relaxing Factors;D045462
C02.782.580.600.080;Avulavirus Infections;D045463
C02.782.580.600.400;Henipavirus Infections;D045464
B01.650.940.800.575.100.270;Corsiaceae;D045465
B01.650.940.800.575.100.318;Dilleniaceae;D045466
